feature,mean_abs_shap
GW_HCO3_median,0.25722959218502567
GW_Cl_median,0.1435313207938144
GW_NO3_median,0.1418523430761691
GW_EC_uScm_median,0.13938390627100586
GW_TDS_median,0.13827194656666583
GW_pH_median,0.08430025011278264
GW_F_mgL_median,0.07663610437378232
n_wells,0.0700781738607569
GW_SO4_median,0.06100970048786341
