Well_ID,Serial,State,District,Block,Village,Latitude,Longitude,Year,pH,EC_uScm,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2
W252837084493301,275,Bihar,Patna,Bikram,Din Bigha,25.48,84.83,2021,8.13,425.0,0.0,226.0,11.0,2.29,6.89,0.0,170.0,56.0,7.0,14.0,1.18,0.21,276.0,
W253615085121501,276,Bihar,Patna,Patna Sadar,Patna-City,25.6,85.12,2021,8.1,1054.0,0.0,317.0,121.0,54.0,46.0,0.0,305.0,54.0,41.0,76.0,36.0,0.45,685.0,
W253015085174501,277,Bihar,Patna,Fatwa,Fatuha,25.5,85.3,2021,8.16,507.0,0.0,189.0,43.0,20.0,20.0,0.0,170.0,62.0,4.0,35.0,2.21,0.0,330.0,
W252745085314501,278,Bihar,Patna,Bakhtiarpur,Bakhtiarpur,25.46,85.53,2021,8.11,677.0,0.0,305.0,46.0,15.0,2.22,0.0,250.0,24.0,46.0,34.0,4.63,0.0,440.0,
W253015085174502,279,Bihar,Patna,Mokama,Mokama,25.5,85.3,2021,8.17,373.0,0.0,128.0,28.0,34.0,1.12,0.0,120.0,40.0,5.0,24.0,3.51,0.34,242.0,
W253018084574001,280,Bihar,Patna,Naubatpur,Snehitola,25.51,85.73,2021,8.06,808.0,0.0,201.0,96.0,52.0,60.0,0.0,270.0,68.0,24.0,55.0,6.77,0.0,525.0,
W252114085592801,281,Bihar,Patna,Mokama,Maranchi,25.35,85.99,2021,8.01,673.0,0.0,232.0,60.0,41.0,9.0,0.0,200.0,56.0,15.0,58.0,3.08,0.0,437.0,
W253815084531501,282,Bihar,Patna,Maner,Maner,25.64,84.89,2021,7.99,687.0,0.0,177.0,96.0,33.0,28.0,0.0,270.0,44.0,39.0,31.0,2.32,0.09,447.0,
W252515084521301,283,Bihar,Patna,Bikram,Noniatola,25.42,84.87,2021,7.91,954.0,0.0,317.0,96.0,41.0,40.0,0.0,340.0,62.0,45.0,56.0,5.63,0.31,620.0,
W252030084514501,284,Bihar,Patna,Paliganj,Bharatpura,25.34,84.86,2021,8.14,719.0,0.0,323.0,43.0,11.0,20.0,0.0,195.0,66.0,7.0,68.0,6.95,0.81,467.0,
W252000084493601,285,Bihar,Patna,Bhita,Bali Pakar,25.33,84.83,2021,8.11,1524.0,0.0,506.0,142.0,76.0,59.0,2.08,500.0,102.0,60.0,90.0,46.0,1.28,991.0,
W252701085051601,286,Bihar,Patna,Punpun,Deokali,25.45,85.09,2021,8.16,375.0,0.0,165.0,21.0,11.0,3.06,0.0,150.0,32.0,17.0,15.0,1.99,0.0,244.0,
W252739085071801,287,Bihar,Patna,Dhanrua,Nima halt,25.46,85.12,2021,8.17,423.0,0.0,201.0,21.0,8.19,4.32,0.0,160.0,22.0,26.0,18.0,1.6,0.43,275.0,
W253217085013501,288,Bihar,Patna,Phulwari Sharif,Hulas Chak,25.54,85.03,2021,8.04,1102.0,0.0,403.0,117.0,41.0,6.94,0.0,300.0,14.0,64.0,110.0,6.5,0.0,716.0,
W253430085073501,289,Bihar,Patna,Phulwari Sharif,Etwarpur,25.58,85.13,2021,8.16,536.0,0.0,165.0,53.0,21.0,29.0,0.0,210.0,34.0,30.0,22.0,3.02,0.18,348.0,
W253549086131401,290,Bihar,Patna,Maner,Simri,25.61,84.91,2021,8.01,481.0,0.0,128.0,64.0,22.0,21.0,0.0,190.0,22.0,33.0,18.0,1.36,0.1,313.0,
W252648084512101,291,Bihar,Patna,Bikram,Bikram,25.45,84.86,2021,8.03,307.0,0.0,79.0,25.0,36.0,16.0,0.0,120.0,36.0,7.0,11.0,1.09,0.14,200.0,
W253604085093901,292,Bihar,Patna,Patna rural,Kankarbagh,25.6,85.16,2021,8.03,694.0,0.0,165.0,121.0,23.0,4.08,0.0,285.0,42.0,44.0,24.0,2.59,0.77,451.0,
W253600085110601,293,Bihar,Patna,Patna rural,Kumhrar,25.6,85.19,2021,8.14,364.0,0.0,140.0,32.0,17.0,1.76,0.0,140.0,34.0,13.0,15.0,2.91,0.31,237.0,
W253709085085401,294,Bihar,Patna,Patna rural,Gandhi maidan,25.62,85.15,2021,8.04,308.0,0.0,153.0,11.0,5.17,1.13,0.0,115.0,34.0,15.0,15.0,1.95,0.31,200.0,
W253710085063801,295,Bihar,Patna,Patna rural,A N College,25.62,85.11,2021,7.98,295.0,0.0,134.0,18.0,8.98,1.05,0.0,110.0,22.0,13.0,14.0,1.15,0.0,192.0,
W253011084574001,296,Bihar,Patna,Naubatpur,Naubatpur,25.5,84.96,2021,8.08,336.0,0.0,134.0,25.0,14.0,1.29,0.0,130.0,32.0,12.0,14.0,3.68,0.0,218.0,
W231923083211101,297,Bihar,Patna,Patna Sadar,Kurji,25.64,85.11,2021,8.04,374.0,0.0,165.0,14.0,19.0,1.69,0.0,145.0,28.0,18.0,15.0,2.31,0.63,243.0,
W251739084421001,298,Bihar,Arwal,Arwal,Dirpal Bigha,25.29,84.7,2021,7.99,261.0,0.0,92.0,11.0,25.0,12.0,0.0,110.0,32.0,7.0,8.0,0.98,0.16,170.0,
W250854084422501,299,Bihar,Arwal,Karpi,Bairbigha,25.15,84.71,2021,8.04,1184.0,0.0,348.0,142.0,61.0,39.0,0.0,260.0,24.0,49.0,142.0,12.0,0.08,770.0,
W251230084460001,300,Bihar,Arwal,Arwal,Imamganj,25.21,84.77,2021,7.98,684.0,0.0,159.0,114.0,21.0,25.0,0.0,280.0,30.0,50.0,25.0,1.4,0.62,445.0,
W251200084531501,301,Bihar,Arwal,Ratni Faridpur,Jhunathi,25.2,84.89,2021,8.04,411.0,0.0,165.0,28.0,25.0,3.19,0.0,160.0,54.0,6.0,17.0,1.84,0.24,267.0,
W250745084491501,302,Bihar,Arwal,Kurtha,Kurtha bdo,25.13,84.82,2021,8.09,836.0,0.0,281.0,110.0,20.0,6.15,0.0,345.0,60.0,47.0,26.0,4.63,0.44,543.0,
W251345085061501,303,Bihar,Jehanabad,Modanganj,Kako,25.23,85.1,2021,8.02,1579.0,0.0,598.0,131.0,72.0,42.0,0.0,420.0,58.0,67.0,127.0,65.0,0.6,1026.0,
W250945085063001,304,Bihar,Jehanabad,Ghoshi,Ghoshi,25.16,85.11,2021,8.13,532.0,0.0,195.0,39.0,22.0,22.0,0.0,225.0,50.0,24.0,16.0,0.92,0.6,346.0,
W250509085085201,305,Bihar,Jehanabad,Hulasgunj,Hulasganj,25.09,85.15,2021,7.98,787.0,0.0,220.0,110.0,36.0,22.0,0.0,290.0,38.0,47.0,41.0,2.12,0.49,512.0,
W250400085004801,306,Bihar,Jehanabad,Makhdumpur,Alubikha,25.07,85.01,2021,8.06,833.0,0.0,293.0,99.0,16.0,12.0,0.93,300.0,40.0,49.0,49.0,3.02,0.57,541.0,
W251232084591101,307,Bihar,Jehanabad,Jehanabad,Gaurakhini,25.21,84.99,2021,8.03,1049.0,0.0,305.0,131.0,72.0,13.0,0.0,375.0,20.0,79.0,63.0,2.61,0.45,682.0,
W245505084460401,308,Bihar,Gaya,Konch,Konch,24.92,84.77,2021,8.1,381.0,0.0,153.0,25.0,12.0,19.0,0.0,150.0,46.0,9.0,15.0,1.77,0.21,248.0,
W245645084510001,309,Bihar,Gaya,Tekari,Tekari,24.95,84.85,2021,8.17,946.0,0.0,153.0,181.0,36.0,54.0,0.0,355.0,60.0,50.0,48.0,6.92,0.29,615.0,
W244600084223001,310,Bihar,Aurangabad,Aurangabad,Aurangabad,24.77,84.38,2021,8.05,1388.0,0.0,336.0,231.0,30.0,59.0,0.0,495.0,54.0,87.0,75.0,13.0,0.39,902.0,
W250130084253001,311,Bihar,Aurangabad,Daudnagar,Daudnagar,25.03,84.43,2021,8.11,1133.0,0.0,281.0,202.0,22.0,31.0,0.0,425.0,30.0,85.0,51.0,18.0,0.48,736.0,
W245415084233001,312,Bihar,Aurangabad,Obra,Obra,24.9,84.39,2021,8.13,360.0,0.0,73.0,43.0,22.0,39.0,0.0,135.0,38.0,10.0,15.0,1.3,0.39,234.0,
W245330084143001,313,Bihar,Aurangabad,Barun,Barun,24.89,84.24,2021,8.1,511.0,0.0,140.0,39.0,49.0,28.0,0.0,210.0,26.0,35.0,19.0,1.63,0.39,332.0,
W244030084271501,314,Bihar,Aurangabad,Deo,Deo1,24.68,84.45,2021,7.91,1013.0,0.0,397.0,60.0,55.0,37.0,0.0,355.0,24.0,72.0,62.0,9.63,0.84,658.0,
W245902084385001,315,Bihar,Aurangabad,Goh,Dhobi Tola_Goh,24.98,84.65,2021,8.16,544.0,0.0,226.0,28.0,13.0,31.0,0.0,180.0,26.0,28.0,36.0,1.75,1.79,354.0,
W245148084383101,316,Bihar,Aurangabad,Rafiganj,Tineri Morh,24.86,84.64,2021,8.01,947.0,0.0,268.0,135.0,42.0,19.0,0.0,270.0,26.0,50.0,85.0,9.85,0.63,616.0,
W252600085184501,317,Bihar,Patna,Daniyawan,Daniyawan,25.43,85.31,2021,7.23,480.0,0.0,189.0,46.0,14.0,1.03,0.0,160.0,26.0,23.0,35.0,1.1,0.24,16.0,312.0
W250242085155601,318,Bihar,Nalanda,Neemchak,Ankuri Bazar,25.05,85.27,2021,8.01,606.0,0.0,275.0,46.0,5.64,3.73,0.0,210.0,16.0,41.0,38.0,1.26,0.57,15.0,394.0
W250621085250601,319,Bihar,Nalanda,Silao,Bhui,25.11,85.42,2021,8.01,2670.0,0.0,695.0,348.0,233.0,29.0,0.0,890.0,14.0,208.0,168.0,41.0,0.36,15.0,1736.0
W213709082023301,320,Bihar,Nalanda,Chandi,Chandi,25.32,85.49,2021,7.46,720.0,0.0,372.0,18.0,14.0,1.79,0.0,205.0,12.0,43.0,67.0,2.57,0.81,17.0,468.0
W251234085275301,321,Bihar,Nalanda,Noorsarai,Daudpur,25.21,85.46,2021,8.13,615.0,0.0,299.0,28.0,8.9,14.0,0.0,215.0,12.0,45.0,38.0,4.48,0.28,16.0,400.0
W251354085492501,322,Bihar,Nalanda,Rahui,Doiya,25.23,85.5,2021,8.06,638.0,0.0,262.0,36.0,45.0,3.5,0.0,140.0,18.0,23.0,76.0,4.17,0.17,15.0,415.0
W250130085314501,323,Bihar,Nalanda,Giriak,Giriak,25.03,85.53,2021,7.5,760.0,0.0,372.0,25.0,22.0,20.0,0.0,285.0,20.0,57.0,38.0,3.9,0.39,19.0,494.0
W251815085171501,324,Bihar,Nalanda,Hilsa,Hilsa,25.3,85.29,2021,7.6,847.0,0.0,372.0,64.0,15.0,5.6,0.0,305.0,16.0,64.0,50.0,6.8,0.29,13.0,551.0
W174644077010201,325,Bihar,Nalanda,Islampur,Islampur,25.14,85.21,2021,7.7,599.0,0.0,317.0,18.0,10.0,1.84,0.0,160.0,18.0,28.0,58.0,4.93,0.3,1.0,389.0
W251144085412801,326,Bihar,Nalanda,Asthawan,Jangipur,25.2,85.69,2021,7.97,472.0,0.0,183.0,36.0,17.0,21.0,0.0,160.0,20.0,27.0,31.0,2.16,0.03,12.0,307.0
W252207085160201,327,Bihar,Nalanda,Hilsa,Karaiparsurai,25.37,85.27,2021,7.62,494.0,0.0,226.0,28.0,17.0,1.12,0.0,165.0,12.0,33.0,32.0,3.24,0.1,16.0,321.0
W250922085264901,328,Bihar,Nalanda,Silao,Kundalpur,25.16,85.45,2021,7.92,926.0,0.0,482.0,21.0,20.0,8.27,0.0,140.0,20.0,22.0,140.0,11.0,0.54,17.0,602.0
W251135085293804,329,Bihar,Nalanda,Bihar Sharif,Maghra,25.19,85.49,2021,7.53,1267.0,0.0,415.0,131.0,81.0,29.0,0.0,350.0,16.0,75.0,99.0,48.0,0.21,13.0,824.0
W251211085330801,330,Bihar,Nalanda,Bihar Sharif,Muraura,25.2,85.55,2021,7.8,1359.0,0.0,537.0,107.0,54.0,27.0,0.0,335.0,20.0,69.0,135.0,36.0,0.32,14.0,883.0
W250808085264401,331,Bihar,Nalanda,Rajgir,Nalanda,25.14,85.45,2021,7.91,1223.0,0.0,482.0,60.0,109.0,21.0,0.0,285.0,14.0,61.0,140.0,11.7,0.61,14.0,795.0
W251205085210801,332,Bihar,Nalanda,Ekangarsarai,Parwalpur 1,25.2,85.35,2021,7.96,1577.0,0.0,537.0,181.0,63.0,29.0,0.0,395.0,50.0,66.0,150.0,41.0,1.01,13.0,1025.0
W250600085330001,333,Bihar,Nalanda,Giriak,Pawapuri,25.1,85.55,2021,7.86,741.0,0.0,342.0,53.0,10.0,4.61,0.0,210.0,20.0,39.0,67.0,5.55,0.73,13.0,482.0
W250120085231501,334,Bihar,Nalanda,Rajgir,Pilkhi,25.02,85.39,2021,7.7,1112.0,0.0,464.0,92.0,35.0,2.86,0.0,285.0,44.0,43.0,109.0,14.0,0.4,13.0,723.0
W250115085241501,335,Bihar,Nalanda,Rajgir,Rajgir,25.02,85.4,2021,7.5,825.0,0.0,305.0,78.0,25.0,30.0,0.0,315.0,20.0,64.0,37.0,9.51,0.11,18.0,536.0
W251024085303301,336,Bihar,Nalanda,Bihar Sharif,Ranabigha,25.17,85.51,2021,7.41,1639.0,0.0,415.0,213.0,136.0,41.0,0.0,440.0,14.0,98.0,150.0,32.0,0.4,14.0,1065.0
W251234085410401,337,Bihar,Nalanda,Asthawan,Sare,25.21,85.68,2021,7.7,777.0,0.0,323.0,43.0,49.0,4.62,0.0,295.0,44.0,45.0,39.0,3.7,0.2,14.0,505.0
W251435085483601,338,Bihar,Nalanda,Sarmera,Sarmera,25.25,85.79,2021,8.12,486.0,0.0,250.0,18.0,9.95,1.01,0.0,180.0,16.0,34.0,25.0,2.84,0.24,18.0,316.0
W250913085150701,339,Bihar,Nalanda,Islampur,Sherpur,25.15,85.25,2021,8.13,552.0,0.0,293.0,21.0,4.34,0.84,0.0,190.0,8.0,41.0,37.0,1.51,0.81,16.0,359.0
W250430085270401,340,Bihar,Nalanda,Silao,Silao,25.08,85.45,2021,7.9,2420.0,0.0,592.0,351.0,165.0,29.0,0.0,645.0,42.0,131.0,224.0,42.0,0.01,16.0,1573.0
W251928085320301,341,Bihar,Nalanda,Rahui,Vena,25.32,85.53,2021,7.73,607.0,0.0,287.0,32.0,20.0,0.65,0.0,165.0,18.0,29.0,60.0,3.62,0.31,15.0,395.0
W250324086453801,342,Bihar,Nawada,Nawada,Mirjapur,24.89,85.54,2021,7.75,440.0,0.0,250.0,14.0,5.65,9.67,0.0,175.0,18.0,32.0,22.0,1.88,0.25,14.0,286.0
W245434085321101,343,Bihar,Nawada,Nawada,Gonama,24.91,85.54,2021,7.25,620.0,0.0,250.0,57.0,11.0,14.0,0.0,225.0,18.0,44.0,35.0,1.68,0.19,16.0,403.0
W244945085401501,344,Bihar,Nawada,Hisua,Hisua,24.83,85.67,2021,7.5,542.0,0.0,256.0,32.0,12.0,13.0,0.0,190.0,26.0,30.0,33.0,1.66,0.21,15.0,352.0
W245046085530101,345,Bihar,Nawada,Kawakol,Kawakol ashram,24.85,85.88,2021,7.73,252.0,0.0,98.0,25.0,11.0,0.08,0.0,80.0,18.0,9.0,16.0,0.3,0.67,10.0,164.0
W244403085251001,346,Bihar,Nawada,Narhat,Khanwa,24.73,85.42,2021,7.55,453.0,0.0,189.0,36.0,17.0,10.0,0.0,165.0,22.0,27.0,22.0,0.98,0.72,15.0,294.0
W244403085210401,347,Bihar,Nawada,Meskaur,Meskaur,24.73,85.35,2021,7.91,804.0,0.0,409.0,39.0,12.0,0.0,0.07,330.0,26.0,64.0,24.0,13.0,0.1,26.0,523.0
W243901085250601,348,Bihar,Nawada,Sirdala,Nawabganj,24.65,85.42,2021,8.16,680.0,0.0,378.0,18.0,8.0,0.0,0.0,195.0,8.0,43.0,62.0,2.5,1.01,15.0,442.0
W245230085410001,349,Bihar,Nawada,Pakribarwan,Roh,24.88,85.68,2021,7.95,419.0,0.0,220.0,28.0,3.75,5.77,0.0,195.0,36.0,26.0,12.0,2.04,0.14,16.0,272.0
W245100085453001,350,Bihar,Nawada,Kauakol,Rupau,24.85,85.76,2021,7.99,1980.0,0.0,653.0,227.0,113.0,32.0,0.0,510.0,80.0,75.0,197.0,29.5,0.0,17.0,1287.0
W250129085342501,351,Bihar,Nawada,Warshaliganj,Shahpur Morh,25.02,85.57,2021,7.94,490.0,0.0,256.0,18.0,5.6,0.0,0.0,140.0,18.0,23.0,43.0,1.67,0.28,15.0,319.0
W244845085340001,352,Bihar,Nawada,Hisua,Tungi,24.81,85.57,2021,8.02,580.0,0.0,250.0,39.0,19.0,13.0,0.0,195.0,32.0,28.0,36.0,4.18,0.35,22.0,377.0
W250145085384501,353,Bihar,Nawada,Warshaliganj,Warshaliganj,25.03,85.65,2021,7.79,439.0,0.0,214.0,21.0,5.87,7.98,0.0,165.0,28.0,23.0,25.0,1.91,0.19,17.0,285.0
W250824085415801,354,Bihar,Seikhpura,Barbigha,Ambari,25.14,85.7,2021,8.16,2500.0,0.0,732.0,312.0,178.0,31.0,0.0,725.0,50.0,146.0,239.0,2.5,0.93,13.0,1625.0
W251301085441601,355,Bihar,Seikhpura,Barbigha,Barbigha,25.22,85.74,2021,7.85,1030.0,0.0,311.0,110.0,83.0,23.0,0.0,320.0,20.0,66.0,77.0,14.0,0.19,15.0,670.0
W261730085561501,356,Bihar,Seikhpura,Barbigha,Keoti,25.22,85.8,2021,7.96,683.0,0.0,189.0,82.0,66.0,9.45,0.0,260.0,26.0,47.0,35.0,2.99,0.06,15.0,444.0
W251302085443801,357,Bihar,Seikhpura,Barbigha,Koeri Bigha,25.22,85.74,2021,8.01,870.0,0.0,287.0,78.0,49.0,27.0,0.0,255.0,18.0,51.0,60.0,31.2,0.18,15.0,566.0
W251013085473301,358,Bihar,Seikhpura,Seikhpura,Nemdarganj,25.17,85.79,2021,7.89,743.0,0.0,360.0,46.0,18.0,0.0,0.0,245.0,36.0,38.0,55.0,4.3,0.76,13.0,483.0
W250256085513401,359,Bihar,Seikhpura,Ariari,Ariari,25.05,85.86,2021,8.18,1800.0,0.0,604.0,206.0,101.0,8.69,0.0,555.0,48.0,106.0,156.0,5.8,0.89,13.0,1170.0
W244608085000301,360,Bihar,Gaya,Gaya sadar,Chand Chowra Chowk,24.77,85.0,2021,7.4,1060.0,0.0,281.0,128.0,72.0,32.0,0.0,305.0,26.0,58.0,81.0,17.0,0.79,21.0,689.0
W240547086594601,361,Bihar,Gaya,Fatehpur,Fatehpur,24.64,85.23,2021,7.92,480.0,0.0,122.0,53.0,42.0,29.0,0.0,145.0,22.0,22.0,37.0,0.64,0.39,18.0,312.0
W202230080440001,362,Bihar,Gaya,Manpur,Manpur,24.79,85.03,2021,7.51,1140.0,0.0,354.0,135.0,56.0,31.0,0.0,395.0,12.0,89.0,56.0,26.0,0.1,15.0,741.0
W244842085005601,363,Bihar,Gaya,Gaya sadar,Ram kund,24.81,85.02,2021,7.35,1204.0,0.0,293.0,167.0,96.0,33.0,0.0,405.0,26.0,83.0,79.0,15.0,1.4,18.0,783.0
W244657084595901,364,Bihar,Gaya,Gaya sadar,Sangat gali,24.78,85.0,2021,7.4,810.0,0.0,268.0,92.0,38.0,28.0,0.0,295.0,26.0,56.0,51.0,0.73,0.74,18.0,527.0
W254005084413401,366,Bihar,Bhojpur,Barhara,Bakhorapur,25.67,84.69,2021,7.34,363.0,0.0,134.0,25.0,15.0,19.0,0.63,150.0,30.0,18.0,9.0,3.12,0.5,7.01,236.0
W252925084332301,367,Bihar,Bhojpur,Barhara,Balua,25.65,84.56,2021,7.44,440.0,0.0,195.0,14.0,22.0,9.12,0.0,180.0,38.0,21.0,15.0,3.47,0.62,5.65,286.0
W254058084434301,368,Bihar,Bhojpur,Barhara,Barahara,25.68,84.73,2021,7.36,712.0,0.0,183.0,60.0,82.0,41.0,0.0,255.0,64.0,23.0,39.0,5.26,0.3,5.8,463.0
W253612084432901,369,Bihar,Bhojpur,Koilwar,Birampur,25.6,84.72,2021,7.22,954.0,0.0,348.0,75.0,65.0,7.63,0.0,345.0,42.0,58.0,51.0,14.0,0.35,8.87,620.0
W253345084361501,370,Bihar,Bhojpur,Arrah,Chandawa,25.56,84.6,2021,7.3,634.0,0.0,299.0,25.0,19.0,16.0,0.0,205.0,58.0,15.0,46.0,1.79,0.43,11.0,412.0
